A1;A768;A769;A770;A771;A772;A773;A774;A775;A776;A777;A778;A779;A780;A781;A782;A783;A784;A785;A786;A787;A788;A789;A790;A791;A792;A793;A794;A795;A796;A797;A798;A799;A800;A801;A802;A803;A804;A805;A806;A807;A808;A809;A810;A811;A812;A813;A814;A815;A816;A817;A818;A819;A820;A821;A822;A823;A824;A825;A826;A827;A828;A829;A830;A831;A832;A833;A834;A835;A836;A837;A838;A839;A840;A841;A842;
3136900;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3136959;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Sim;2005;Paritário;Sim;Sim;Não;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137007;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
3137106;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137205;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Sim;Não;Não;Sim;
3137304;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;
3137403;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137502;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137536;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2007;Paritário;Sim;Não;Não;Não;1;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137601;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
3137700;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3137809;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;
3137908;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138005;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138104;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138203;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Está em trâmite;-;jun/14;Sim;2003;Paritário;Sim;Sim;Sim;Sim;6;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
3138302;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138351;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138401;Secretaria municipal em conjunto com outras políticas;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138500;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138609;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2004;Paritário;Não;Sim;Sim;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Não;Sim;
3138625;Secretaria municipal em conjunto com outras políticas;Sim;Não;Não;Não;Não;Não;Não possui;-;-;Sim;2004;Paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;
3138658;Secretaria municipal exclusiva;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;
3138674;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138682;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Não;Sim;
3138708;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138807;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;1996;Paritário;Sim;Sim;Não;Sim;6;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3138906;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139003;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139102;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139201;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;
3139250;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;Não;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Sim;Não;
3139300;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
3139409;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139508;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139607;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139706;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139805;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3139904;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140001;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;2003;Paritário;Sim;Sim;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não informado;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;
3140100;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Possui lei;abr/09;-;Sim;2003;Paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140159;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
3140209;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Sim;1997;Paritário;Não;Sim;Não;Sim;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140308;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;
3140407;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140506;Não possui estrutura;-;-;-;-;-;-;Possui lei;abr/11;-;Sim;2011;Não paritário;Sim;Não;Não;Não;0;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
3140530;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140555;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;
3140605;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;
3140704;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não informado;-;-;-;
3140803;Não possui estrutura;-;-;-;-;-;-;Possui lei;dez/03;-;Sim;2003;Paritário;Sim;Não;Não;Não;4;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Sim;Não;-;-;-;
3140852;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3140902;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141009;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141108;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141207;Setor subordinado a outra secretaria;Não;Sim;Não;Sim;Não;Sim;Não possui;-;-;Sim;2007;Paritário;Sim;Sim;Sim;Sim;5;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141306;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141405;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não informado;-;-;-;Não informado;-;-;-;Não informado;-;-;-;Sim;Sim;Não;Sim;Não informado;-;-;-;Não informado;-;-;-;Não informado;-;-;-;Não informado;-;-;-;Não informado;-;-;-;Não informado;-;-;-;
3141504;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
3141603;Secretaria municipal em conjunto com outras políticas;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não informado;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141702;Setor subordinado a outra secretaria;Não;Sim;Não;Não;Não;Não;Possui lei;abr/05;-;Sim;2005;Paritário;Sim;Sim;Não;Não;10;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;SECRETARIA MUNIC DE AGRICULTURA E MEIO AMBIENTE;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3141801;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
3141900;Setor subordinado a outra secretaria;Não;Não;Sim;Não;Não;Não;Não possui;-;-;Sim;2009;Paritário;Sim;Sim;Sim;Sim;10;Não;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3142007;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;
3142106;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3142205;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3142254;Secretaria municipal em conjunto com outras políticas;Não;Não;Não;Sim;Não;Não;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;
3142304;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
3142403;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;
